Season,Game_ID,Game_Date,Away_Team,Home_Team,home_team_score,away_team_score,wins_home,wins_away,loss_home,loss_away,largest_lead_home,largest_lead_away,result_win,ASG_Count,day,rivalry,Home_Team_Twitter,Away_Team_Twitter,Home_Team_Rank,Away_Team_Rank,Holiday,Rounded Viewers
2016-17,21600599,2017-01-13,1,15,120,108,28,16,10,22,24,3,1,2,4,0,714000,2100000,15,11,0,25402
2016-17,21600601,2017-01-14,12,25,113,97,27,15,14,28,22,0,1,1,5,3,1100000,6170000,6,2,0,21440
2016-17,21600602,2017-01-14,21,14,99,107,16,19,24,21,2,15,2,1,5,0,3600000,659000,4,30,0,20597
2016-17,21600604,2017-01-14,4,20,107,114,17,25,24,16,15,9,2,1,5,0,632000,1500000,20,19,0,13190
2016-17,21600605,2017-01-14,23,11,108,105,12,31,27,8,8,11,1,1,5,3,753000,2300000,14,12,0,24841
2016-17,21600606,2017-01-15,22,7,101,116,18,26,22,13,3,38,2,1,6,0,1400000,1780000,13,1,0,20779
2016-17,21600608,2017-01-15,27,30,98,87,12,14,27,26,17,6,1,0,6,0,1200000,645000,9,29,0,17629
2016-17,21600609,2017-01-15,26,16,137,112,31,8,11,31,31,2,1,2,6,0,755000,1710000,7,8,0,16884
2016-17,21600612,2017-01-15,17,12,97,102,15,18,29,24,14,5,2,0,6,1,6170000,710000,2,21,0,13972
2016-17,21600613,2017-01-16,13,22,108,107,23,18,17,23,8,6,1,2,0,0,1780000,991000,1,23,1,28573
2016-17,21600614,2017-01-16,2,28,101,120,18,20,24,19,0,30,2,2,0,0,662000,823000,18,17,1,12288
2016-17,21600615,2017-01-16,10,8,104,113,20,12,19,26,10,15,2,1,0,0,695000,925000,27,25,1,20415
2016-17,21600616,2017-01-16,21,5,95,98,16,20,25,19,2,16,2,1,0,0,930000,659000,24,30,1,14409
2016-17,21600617,2017-01-16,4,24,125,112,15,17,23,25,22,2,1,0,0,0,634000,1500000,22,19,1,10163
2016-17,21600619,2017-01-16,1,3,91,126,29,34,10,6,0,39,2,2,0,1,3500000,2100000,3,11,1,67876
2016-17,21600620,2017-01-16,20,11,101,106,13,26,27,16,10,8,2,7,0,0,753000,632000,14,20,1,11823
2016-17,21600621,2017-01-16,18,25,120,98,28,25,14,17,27,2,1,1,0,0,1100000,1800000,6,17,1,21838
2016-17,21600622,2017-01-17,7,16,109,119,8,27,32,13,6,17,2,2,1,0,755000,1400000,7,13,0,11563
2016-17,21600624,2017-01-17,30,14,98,99,21,13,21,27,7,13,2,1,1,0,3600000,1200000,4,9,0,23052
2016-17,21600625,2017-01-17,27,23,114,122,14,31,27,9,8,14,2,1,1,0,2300000,645000,12,29,0,24168
2016-17,21600626,2017-01-17,24,12,127,121,16,15,23,30,19,2,1,0,1,0,6170000,634000,2,22,0,15236
2016-17,21600627,2017-01-18,7,10,94,89,13,28,26,13,10,4,1,1,2,0,925000,1400000,25,13,0,21873
2016-17,21600629,2017-01-18,2,29,85,107,18,20,25,21,7,25,2,2,2,0,726000,823000,28,17,0,6870
2016-17,21600630,2017-01-18,22,6,106,117,26,18,15,24,9,14,2,1,2,2,2300000,1780000,5,1,0,23562
2016-17,21600632,2017-01-18,8,26,111,92,32,20,12,20,22,8,1,1,2,0,1710000,695000,8,27,0,17294
2016-17,21600633,2017-01-18,13,17,95,118,24,19,17,24,0,30,2,2,2,0,710000,991000,21,23,0,6239
2016-17,21600634,2017-01-18,18,3,121,100,35,25,6,18,25,7,1,1,2,0,3500000,1800000,3,17,0,49122
2016-17,21600635,2017-01-18,5,15,106,100,21,16,19,24,6,22,1,5,2,0,714000,930000,15,24,0,9391
2016-17,21600636,2017-01-19,11,1,118,103,29,13,11,28,22,2,1,2,3,0,2100000,753000,11,14,0,25723
2016-17,21600637,2017-01-19,30,19,95,99,14,12,27,30,10,9,2,0,3,0,4090000,1200000,10,9,0,13456
2016-17,21600638,2017-01-19,28,22,110,113,19,22,24,19,3,16,2,3,3,0,1780000,662000,1,18,0,18371
2016-17,21600640,2017-01-19,27,25,101,104,29,14,14,28,12,7,2,1,3,0,1100000,645000,6,29,0,18802
2016-17,21600641,2017-01-20,2,10,93,92,14,18,26,26,3,14,1,0,4,0,925000,823000,25,17,0,30951
2016-17,21600642,2017-01-20,7,29,78,113,28,21,14,21,2,37,2,1,4,0,726000,1400000,28,13,0,12496
2016-17,21600644,2017-01-20,15,9,91,107,16,25,25,19,9,22,2,1,4,0,766000,714000,26,15,0,6810
2016-17,21600645,2017-01-20,16,21,114,143,17,8,26,33,9,33,2,2,4,0,659000,755000,30,7,0,7870
2016-17,21600646,2017-01-20,3,26,125,108,36,33,6,12,24,4,1,1,4,0,1710000,3500000,8,3,0,53185
2016-17,21600647,2017-01-20,14,13,102,93,24,21,18,22,34,2,1,5,4,0,991000,3600000,23,4,0,11852
2016-17,21600648,2017-01-20,20,30,107,112,14,27,28,16,3,9,2,2,4,0,1200000,632000,9,20,0,16126
2016-17,21600649,2017-01-20,5,12,108,95,15,22,31,19,20,5,1,1,4,0,6170000,930000,2,24,0,16709
2016-17,21600650,2017-01-21,2,6,123,127,26,18,16,27,11,6,2,1,5,0,2300000,823000,5,17,0,27444
2016-17,21600652,2017-01-21,16,29,105,112,9,22,33,21,4,17,2,1,5,0,726000,755000,28,7,0,7219
2016-17,21600654,2017-01-21,11,22,105,107,19,13,25,29,5,12,2,1,5,0,1780000,753000,1,14,0,19380
2016-17,21600656,2017-01-21,26,9,119,95,33,26,13,19,26,5,1,1,5,0,766000,1710000,26,8,0,12146
2016-17,21600657,2017-01-21,23,1,115,118,30,33,11,9,11,9,2,2,5,0,2100000,2300000,11,12,0,55304
2016-17,21600658,2017-01-21,25,24,123,98,17,29,24,15,35,0,1,4,5,0,634000,1100000,22,6,0,5297
2016-17,21600659,2017-01-21,5,20,100,109,22,28,20,16,0,18,2,1,5,0,632000,930000,20,24,0,5663
2016-17,21600660,2017-01-21,15,14,102,99,21,16,23,26,9,7,1,2,5,0,3600000,714000,4,15,0,14895
2016-17,21600661,2017-01-22,3,4,118,98,37,18,6,27,28,11,1,2,6,0,1500000,3500000,19,3,0,32543
2016-17,21600662,2017-01-22,12,30,122,73,14,16,29,31,53,2,1,0,6,0,1200000,6170000,9,2,0,17749
2016-17,21600663,2017-01-22,11,7,115,103,14,28,29,15,15,9,1,4,6,0,1400000,753000,13,14,0,14993
2016-17,21600664,2017-01-22,24,27,108,111,18,15,24,28,9,6,2,0,6,0,645000,634000,29,22,0,16224
2016-17,21600665,2017-01-23,28,29,109,99,23,23,20,21,16,4,1,2,0,0,726000,662000,28,18,0,10787
2016-17,21600666,2017-01-23,23,16,86,112,9,34,34,9,9,34,2,2,0,0,755000,2300000,7,12,0,11031
2016-17,21600667,2017-01-23,25,13,105,115,26,29,18,16,3,24,2,1,0,0,991000,1100000,23,6,0,9263
2016-17,21600668,2017-01-23,3,19,102,105,38,14,6,30,6,10,2,2,0,0,4090000,3500000,10,3,0,46626
2016-17,21600669,2017-01-23,15,17,109,104,16,21,27,24,11,11,1,4,0,0,710000,714000,21,15,0,5052
2016-17,21600671,2017-01-23,1,21,122,124,30,17,12,27,0,22,2,2,0,0,659000,2100000,30,11,0,27904
2016-17,21600672,2017-01-23,22,5,109,103,19,22,26,21,17,14,1,4,0,2,930000,1780000,24,1,0,14649
2016-17,21600674,2017-01-24,23,7,108,106,35,28,9,16,13,4,1,2,1,0,1400000,2300000,13,12,0,29043
2016-17,21600675,2017-01-24,25,10,110,121,30,15,16,27,19,13,2,3,1,0,925000,1100000,25,6,0,14429
2016-17,21600677,2017-01-24,14,4,100,92,22,18,23,28,12,8,1,2,1,0,1500000,3600000,19,4,0,10458
2016-17,21600678,2017-01-24,20,24,103,93,18,29,25,17,17,12,1,1,1,0,634000,632000,22,20,0,9014
2016-17,21600679,2017-01-24,27,11,112,111,16,15,28,29,14,11,1,0,1,0,753000,645000,14,29,0,20164
2016-17,21600680,2017-01-25,15,1,112,116,30,17,13,27,10,10,2,1,2,0,2100000,714000,11,15,0,40758
2016-17,21600682,2017-01-25,19,16,109,106,15,9,30,35,10,18,1,0,2,0,755000,4090000,7,10,0,9898
2016-17,21600683,2017-01-25,13,14,119,114,26,23,19,23,7,12,1,2,2,0,3600000,991000,4,23,0,11927
2016-17,21600684,2017-01-25,10,8,109,114,21,16,23,27,10,15,2,2,2,0,695000,925000,27,25,0,16768
2016-17,21600685,2017-01-25,7,9,99,101,28,26,17,20,7,12,2,1,2,0,766000,1400000,26,13,0,11159
2016-17,21600686,2017-01-25,18,21,105,114,18,26,27,19,2,22,2,3,2,0,659000,1800000,30,17,0,11310
2016-17,21600687,2017-01-25,3,29,113,103,38,23,7,22,12,10,1,2,2,0,726000,3500000,28,3,0,29892
2016-17,21600688,2017-01-25,22,30,103,95,15,20,29,26,10,3,1,5,2,0,1200000,1780000,9,1,0,14459
2016-17,21600689,2017-01-25,12,2,98,105,16,19,32,27,3,14,2,0,2,0,823000,6170000,17,2,0,12839
2016-17,21600690,2017-01-26,30,18,98,109,16,27,29,19,7,16,2,1,3,0,1800000,1200000,16,9,0,21570
2016-17,21600691,2017-01-26,5,27,103,109,17,22,28,22,4,11,2,1,3,0,645000,930000,29,24,0,13279
2016-17,21600694,2017-01-27,26,10,123,118,34,17,15,27,13,5,1,1,4,0,925000,1710000,25,8,0,24550
2016-17,21600695,2017-01-27,16,1,124,116,30,9,14,36,23,2,1,1,4,0,2100000,755000,11,7,0,22613
2016-17,21600696,2017-01-27,15,5,115,111,23,18,22,27,5,16,1,3,4,0,930000,714000,24,15,0,17986
2016-17,21600697,2017-01-27,4,6,128,98,27,18,18,29,40,2,1,2,4,0,2300000,1500000,5,19,0,8809
2016-17,21600698,2017-01-27,8,7,86,102,21,28,24,18,6,19,2,1,4,0,1400000,695000,13,27,0,11102
2016-17,21600699,2017-01-27,29,22,110,107,20,23,27,23,11,8,1,3,4,0,1780000,726000,1,28,0,18121
2016-17,21600702,2017-01-27,28,13,86,112,27,25,19,20,0,30,2,2,4,0,991000,662000,23,18,0,5763
2016-17,21600705,2017-01-28,17,19,116,103,17,21,30,25,15,6,1,0,5,0,4090000,710000,10,21,0,11601
2016-17,21600708,2017-01-28,9,20,95,102,30,27,18,21,8,12,2,5,5,0,632000,766000,20,26,0,9988
2016-17,21600710,2017-01-28,16,27,129,109,17,9,29,37,22,0,1,0,5,0,645000,755000,29,7,0,8067
2016-17,21600712,2017-01-29,18,1,107,91,31,28,14,19,20,7,1,2,6,0,2100000,1800000,11,17,0,40517
2016-17,21600713,2017-01-29,26,5,101,120,35,24,15,22,2,22,2,4,6,0,930000,1710000,24,8,0,14996
2016-17,21600714,2017-01-29,28,21,94,107,19,26,28,20,1,18,2,2,6,0,659000,662000,30,18,0,7491
2016-17,21600715,2017-01-29,4,7,114,113,18,29,30,18,15,10,1,2,6,0,1400000,1500000,13,19,0,12914
2016-17,21600716,2017-01-29,10,14,121,108,23,17,25,28,20,6,1,2,6,0,3600000,925000,4,25,0,15362
2016-17,21600717,2017-01-29,30,23,105,101,16,36,30,10,9,15,1,1,6,0,2300000,1200000,12,9,0,18170
2016-17,21600719,2017-01-30,16,19,104,96,18,9,30,38,13,11,1,0,0,0,4090000,755000,10,7,0,9946
2016-17,21600721,2017-01-30,17,6,113,109,29,21,18,26,11,6,1,1,0,2,2300000,710000,5,21,0,14450
2016-17,21600722,2017-01-30,1,30,97,104,32,17,14,30,8,17,2,3,0,0,1200000,2100000,9,11,0,27001
2016-17,21600723,2017-01-30,9,11,96,115,15,28,32,21,0,30,2,1,0,0,753000,766000,14,26,0,9213
2016-17,21600724,2017-01-31,22,28,101,117,21,27,28,20,8,21,2,2,1,0,662000,1780000,18,1,0,16789
2016-17,21600725,2017-01-31,21,7,106,108,19,29,29,19,14,5,2,3,1,0,1400000,659000,13,30,0,20487
2016-17,21600726,2017-01-31,15,26,105,83,35,19,16,29,29,1,1,2,1,0,1710000,714000,8,15,0,10859
2016-17,21600727,2017-01-31,18,23,108,94,36,28,11,20,20,3,1,2,1,0,2300000,1800000,12,17,0,25386
2016-17,21600728,2017-01-31,29,2,115,98,21,23,28,25,24,4,1,1,1,0,823000,726000,17,28,0,7923
2016-17,21600729,2017-01-31,24,12,116,120,21,16,25,34,8,11,2,0,1,0,6170000,634000,2,22,0,15440
2016-17,21600730,2017-02-01,5,4,88,98,19,25,31,22,2,15,2,1,2,0,1500000,930000,19,24,0,7858
2016-17,21600732,2017-02-01,7,6,109,104,30,30,18,19,5,18,1,3,2,0,2300000,1400000,5,13,0,23424
2016-17,21600733,2017-02-01,22,16,90,95,9,21,39,29,13,7,2,1,2,2,755000,1780000,7,1,0,13195
2016-17,21600736,2017-02-01,10,30,113,95,18,18,30,29,22,9,1,0,2,0,1200000,925000,9,25,0,9777
2016-17,21600737,2017-02-01,9,24,99,119,21,29,26,21,3,25,2,1,2,0,634000,766000,22,26,0,3954
2016-17,21600738,2017-02-01,8,20,88,104,21,30,26,19,2,25,2,2,2,0,632000,695000,20,27,0,6851
2016-17,21600739,2017-02-01,25,11,124,114,30,15,18,33,14,0,1,1,2,0,753000,1100000,14,6,0,9117
2016-17,21600740,2017-02-01,14,18,128,100,24,28,25,21,31,3,1,2,2,0,1800000,3600000,16,4,0,16797
2016-17,21600741,2017-02-01,29,3,126,111,41,23,7,26,32,0,1,5,2,0,3500000,726000,3,28,0,30412
2016-17,21600742,2017-02-02,12,28,108,116,17,28,34,20,2,19,2,1,3,0,662000,6170000,18,2,0,19342
2016-17,21600744,2017-02-02,10,23,86,102,18,37,30,11,7,18,2,1,3,0,2300000,925000,12,25,0,18428
2016-17,21600745,2017-02-02,3,25,133,120,42,31,7,18,21,0,1,5,3,0,1100000,3500000,6,3,0,36634
2016-17,21600746,2017-02-03,7,4,102,94,19,30,32,20,11,5,1,2,4,0,1500000,1400000,19,13,0,14976
2016-17,21600747,2017-02-03,5,16,97,106,9,26,40,22,2,19,2,1,4,0,755000,930000,7,24,0,7137
2016-17,21600749,2017-02-03,14,26,117,121,25,36,25,17,8,17,2,2,4,0,1710000,3600000,8,4,0,28610
2016-17,21600750,2017-02-03,9,18,114,102,28,30,22,21,12,6,1,2,4,0,1800000,766000,16,26,0,17918
2016-17,21600751,2017-02-03,12,6,113,107,31,17,18,35,17,5,1,1,4,1,2300000,6170000,5,2,0,17065
2016-17,21600753,2017-02-03,11,15,105,103,15,19,34,30,12,8,1,1,4,0,714000,753000,15,14,0,11094
2016-17,21600754,2017-02-03,30,2,108,104,19,22,30,28,24,0,1,0,4,0,823000,1200000,17,9,0,12838
2016-17,21600756,2017-02-04,4,13,113,86,29,20,21,32,27,0,1,1,5,0,991000,1500000,23,19,0,7361
2016-17,21600757,2017-02-04,17,5,105,84,27,23,22,27,22,4,1,1,5,0,930000,710000,24,21,0,7563
2016-17,21600758,2017-02-04,10,19,125,102,20,18,30,31,34,3,1,0,5,0,4090000,925000,10,25,0,13094
2016-17,21600761,2017-02-04,8,11,137,112,21,16,28,34,27,4,1,1,5,0,753000,695000,14,27,0,8639
2016-17,21600762,2017-02-04,24,23,97,121,22,38,27,11,4,25,2,1,5,0,2300000,634000,12,22,0,11562
2016-17,21600763,2017-02-04,9,27,99,107,19,30,31,22,18,12,2,1,5,0,645000,766000,29,26,0,8816
2016-17,21600764,2017-02-04,3,15,106,109,43,19,7,31,7,8,2,5,5,0,714000,3500000,15,3,0,44274
2016-17,21600765,2017-02-05,7,16,95,103,9,30,41,21,4,17,2,2,6,0,755000,1400000,7,13,0,11827
2016-17,21600766,2017-02-05,25,6,107,102,32,31,18,19,18,0,1,2,6,0,2300000,1100000,5,6,0,26583
2016-17,21600768,2017-02-06,12,22,121,107,17,22,36,30,27,4,1,1,0,0,1780000,6170000,1,2,0,17419
2016-17,21600769,2017-02-06,1,28,140,135,34,30,15,20,7,9,1,4,0,0,662000,2100000,18,11,0,50602
2016-17,21600770,2017-02-06,18,5,93,90,28,30,22,22,10,15,1,2,0,0,930000,1800000,24,17,0,15037
2016-17,21600771,2017-02-06,25,7,109,118,31,31,20,21,11,20,2,3,0,0,1400000,1100000,13,6,0,9900
2016-17,21600772,2017-02-06,20,13,95,120,30,32,21,19,0,25,2,2,0,0,991000,632000,23,20,0,5477
2016-17,21600774,2017-02-06,11,21,111,106,19,16,32,35,10,5,1,1,0,0,659000,753000,30,14,0,8205
2016-17,21600775,2017-02-06,19,27,115,113,21,19,30,32,14,0,1,0,0,0,645000,4090000,29,10,0,11477
2016-17,21600776,2017-02-06,30,24,87,110,20,22,30,28,2,27,2,0,0,0,634000,1200000,22,9,0,5923
2016-17,21600777,2017-02-06,23,9,74,89,39,31,11,22,5,17,2,2,0,0,766000,2300000,26,12,0,15011
2016-17,21600779,2017-02-07,16,29,107,111,9,23,42,28,2,17,2,1,1,0,726000,755000,28,7,0,11001
2016-17,21600780,2017-02-07,4,26,128,104,37,20,17,33,27,9,1,1,1,0,1710000,1500000,8,19,0,12319
2016-17,21600781,2017-02-07,2,30,113,114,20,22,31,30,3,16,2,0,1,0,1200000,823000,9,17,0,18419
2016-17,21600782,2017-02-08,23,10,103,111,18,39,33,12,0,13,2,1,2,0,925000,2300000,25,12,0,14124
2016-17,21600783,2017-02-08,1,5,132,117,35,29,15,22,20,15,1,4,2,0,930000,2100000,24,11,0,24548
2016-17,21600785,2017-02-08,24,13,117,106,30,23,22,28,20,0,1,1,2,0,991000,634000,23,22,0,5419
2016-17,21600786,2017-02-08,12,17,102,121,18,24,36,28,7,28,2,0,2,1,710000,6170000,21,2,0,6975
2016-17,21600787,2017-02-08,19,8,106,88,22,22,30,28,20,0,1,1,2,0,695000,4090000,27,10,0,8281
2016-17,21600788,2017-02-08,11,9,91,110,16,32,36,22,4,22,2,1,2,0,766000,753000,26,14,0,3356
2016-17,21600789,2017-02-08,20,21,94,127,20,33,32,19,2,39,2,2,2,0,659000,632000,30,20,0,3898
2016-17,21600790,2017-02-08,7,27,112,109,19,32,33,21,3,13,1,2,2,0,645000,1400000,29,13,0,10915
2016-17,21600792,2017-02-08,14,3,92,123,26,43,26,8,0,31,2,5,2,0,3500000,3600000,3,4,0,24105
2016-17,21600794,2017-02-09,26,29,107,95,38,24,17,28,12,9,1,2,3,0,726000,1710000,28,8,0,13797
2016-17,21600795,2017-02-09,10,4,111,112,20,18,34,34,15,9,2,0,3,0,1500000,925000,19,25,0,16605
2016-17,21600798,2017-02-09,6,2,120,111,33,23,19,30,10,17,1,1,3,0,823000,2300000,17,5,0,16537
2016-17,21600799,2017-02-10,19,16,108,99,23,9,30,44,11,11,1,0,4,0,755000,4090000,7,10,0,12115
2016-17,21600800,2017-02-10,24,22,131,123,23,22,29,32,17,12,1,1,4,0,1780000,634000,1,22,0,15551
2016-17,21600801,2017-02-10,23,17,103,92,40,25,12,28,21,0,1,1,4,0,710000,2300000,21,12,0,11719
2016-17,21600803,2017-02-10,3,9,122,107,44,33,8,22,26,0,1,5,4,0,766000,3500000,26,3,0,31621
2016-17,21600804,2017-02-10,21,27,122,106,20,20,33,33,21,15,1,1,4,0,645000,659000,29,30,0,7659
2016-17,21600805,2017-02-10,5,28,107,112,29,31,23,21,9,8,2,2,4,0,662000,930000,18,24,0,9483
2016-17,21600806,2017-02-10,13,15,107,108,31,21,22,32,22,1,2,2,4,0,714000,991000,15,23,0,12505
2016-17,21600807,2017-02-10,14,11,97,115,26,16,27,37,9,20,2,1,4,0,753000,3600000,14,4,0,10508
2016-17,21600808,2017-02-11,25,29,107,102,32,24,21,29,11,11,1,2,5,0,726000,1100000,28,6,0,19022
2016-17,21600809,2017-02-11,8,5,116,100,22,29,30,24,18,6,1,2,5,0,930000,695000,24,27,0,13365
2016-17,21600810,2017-02-11,19,10,109,117,24,19,30,34,2,13,2,0,5,0,925000,4090000,25,10,0,16035
2016-17,21600812,2017-02-11,11,26,133,102,39,17,17,37,40,0,1,1,5,0,1710000,753000,8,14,0,9540
2016-17,21600813,2017-02-11,3,18,130,114,45,31,8,23,26,7,1,5,5,0,1800000,3500000,16,3,0,59381
2016-17,21600814,2017-02-11,4,30,112,80,21,20,32,35,37,7,1,0,5,0,1200000,1500000,9,19,0,5340
2016-17,21600815,2017-02-11,6,20,112,104,34,34,19,20,23,0,1,2,5,0,632000,2300000,20,5,0,13700
2016-17,21600817,2017-02-12,23,22,94,90,22,41,33,12,6,12,1,2,6,0,1780000,2300000,1,12,0,32315
2016-17,21600818,2017-02-12,17,7,101,102,32,25,22,29,16,5,2,2,6,0,1400000,710000,13,21,0,18546
2016-17,21600819,2017-02-12,21,15,99,105,21,22,33,32,13,10,2,2,6,0,714000,659000,15,30,0,10158
2016-17,21600820,2017-02-13,18,28,98,120,31,32,24,21,0,34,2,2,0,0,662000,1800000,18,17,0,12041
2016-17,21600821,2017-02-13,10,29,105,99,20,24,34,30,14,4,1,1,0,0,726000,925000,28,25,0,9719
2016-17,21600823,2017-02-13,4,19,107,116,24,20,31,36,4,14,2,0,0,0,4090000,1500000,10,19,0,7155
2016-17,21600824,2017-02-13,17,8,102,89,23,26,30,29,22,2,1,1,0,0,695000,710000,27,21,0,4974
2016-17,21600825,2017-02-13,23,5,106,110,29,41,25,13,9,9,2,2,0,0,930000,2300000,24,12,0,16753
2016-17,21600826,2017-02-13,6,30,111,98,35,22,19,32,15,3,1,1,0,0,1200000,2300000,9,5,0,10662
2016-17,21600827,2017-02-13,3,24,132,110,24,46,30,8,28,2,1,4,0,0,634000,3500000,22,3,0,27014
2016-17,21600828,2017-02-13,25,20,88,72,33,34,21,21,29,3,1,2,0,0,632000,1100000,20,6,0,5341
2016-17,21600830,2017-02-13,13,2,109,104,31,23,23,31,5,13,1,1,0,0,823000,991000,17,23,0,12381
2016-17,21600832,2017-02-14,1,27,116,108,37,21,16,34,14,9,1,3,1,0,645000,2100000,29,11,0,26596
2016-17,21600833,2017-02-14,15,12,96,97,19,23,37,32,3,13,2,1,1,0,6170000,714000,2,15,0,16627
2016-17,21600834,2017-02-15,23,4,79,107,21,42,36,13,0,30,2,1,2,0,1500000,2300000,19,12,0,9335
2016-17,21600836,2017-02-15,10,6,116,108,36,21,19,34,12,6,1,1,2,2,2300000,925000,5,25,0,13893
2016-17,21600837,2017-02-15,29,7,90,85,32,24,24,31,14,17,1,3,2,0,1400000,726000,13,28,0,8839
2016-17,21600838,2017-02-15,8,16,129,125,24,9,30,46,13,6,1,1,2,0,755000,695000,7,27,0,7882
2016-17,21600839,2017-02-15,30,17,91,98,22,26,33,30,0,27,2,0,2,0,710000,1200000,21,9,0,3689
2016-17,21600840,2017-02-15,21,9,95,91,22,34,34,23,18,9,1,2,2,0,766000,659000,26,30,0,6593
2016-17,21600841,2017-02-15,19,26,109,117,40,24,17,32,0,20,2,1,2,0,1710000,4090000,8,10,0,10389
2016-17,21600842,2017-02-15,27,24,99,112,25,21,30,35,3,13,2,0,2,0,634000,645000,22,29,0,7327
2016-17,21600843,2017-02-15,2,20,88,111,23,34,32,22,3,28,2,1,2,0,632000,823000,20,17,0,5080
2016-17,21600844,2017-02-15,12,11,101,137,19,17,38,39,0,36,2,0,2,0,753000,6170000,14,2,0,5228
2016-17,21600845,2017-02-15,22,18,105,116,23,31,33,25,17,15,2,2,2,0,1800000,1780000,16,1,0,17700
2016-17,21600846,2017-02-15,13,25,84,99,32,34,23,21,2,22,2,2,2,0,1100000,991000,6,23,0,7214
2016-17,21600847,2017-02-15,15,3,109,86,46,24,9,32,32,4,1,5,2,0,3500000,714000,3,15,0,23204
2016-17,21600848,2017-02-16,28,5,98,111,29,33,27,21,0,19,2,2,3,0,930000,662000,24,18,0,13155
2016-17,21600849,2017-02-16,6,14,103,104,37,27,19,29,10,7,2,2,3,0,3600000,2300000,4,5,0,25069
2016-17,21600850,2017-02-23,2,4,103,112,21,23,37,33,14,9,2,0,3,0,1500000,823000,19,17,0,16203
2016-17,21600851,2017-02-23,29,17,114,108,27,24,30,32,8,18,1,1,3,0,710000,726000,21,28,0,12211
2016-17,21600852,2017-02-23,26,21,99,129,23,40,34,18,5,35,2,3,3,0,659000,1710000,30,8,0,37168
2016-17,21600854,2017-02-23,25,3,123,113,47,35,9,21,23,16,1,5,3,0,3500000,1100000,3,6,0,34378
2016-17,21600855,2017-02-23,24,15,100,116,25,24,31,33,8,21,2,0,3,0,714000,634000,15,22,0,9588
2016-17,21600857,2017-02-24,9,5,102,92,29,34,28,24,27,7,1,2,4,0,930000,766000,24,26,0,8724
2016-17,21600858,2017-02-24,6,7,97,107,37,33,20,24,17,10,2,3,4,0,1400000,2300000,13,5,0,24230
2016-17,21600861,2017-02-24,12,18,93,110,19,32,39,25,1,20,2,1,4,0,1800000,6170000,16,2,0,17413
2016-17,21600862,2017-02-24,30,27,84,97,22,22,34,35,4,15,2,0,4,0,645000,1200000,29,9,0,7685
2016-17,21600863,2017-02-24,19,13,90,108,32,25,24,32,2,26,2,1,4,0,991000,4090000,23,10,0,5107
2016-17,21600865,2017-02-24,23,25,97,105,35,43,22,13,9,13,2,2,4,0,1100000,2300000,6,12,0,21157
2016-17,21600867,2017-02-25,13,4,86,105,32,21,25,38,9,21,2,1,5,0,1500000,991000,19,23,0,10160
2016-17,21600868,2017-02-25,10,22,110,109,23,22,35,35,17,4,1,1,5,0,1780000,925000,1,25,0,23020
2016-17,21600869,2017-02-25,5,19,113,95,26,30,32,28,19,11,1,1,5,0,4090000,930000,10,24,0,9402
2016-17,21600870,2017-02-25,21,30,83,96,23,22,35,35,10,15,2,2,5,0,1200000,659000,9,30,0,18669
2016-17,21600871,2017-02-25,14,1,99,117,40,29,16,29,6,20,2,4,5,2,2100000,3600000,11,4,0,26299
2016-17,21600872,2017-02-25,27,26,142,130,41,23,18,35,20,0,1,1,5,0,1710000,645000,8,29,0,14321
2016-17,21600873,2017-02-25,16,3,112,95,48,9,9,48,19,1,1,4,5,0,3500000,755000,3,7,0,24948
2016-17,21600874,2017-02-26,23,12,98,119,19,44,40,13,1,28,2,1,6,3,6170000,2300000,2,12,0,18260
2016-17,21600875,2017-02-26,11,8,100,96,25,18,31,40,9,9,1,1,6,0,695000,753000,27,14,0,14179
2016-17,21600876,2017-02-26,9,24,98,105,26,34,32,25,6,11,2,1,6,0,634000,766000,22,26,0,8559
2016-17,21600877,2017-02-26,20,28,102,92,36,34,22,22,24,4,1,2,6,0,662000,632000,18,20,0,11508
2016-17,21600879,2017-02-26,6,17,104,98,37,28,21,30,15,3,1,1,6,2,710000,2300000,21,5,0,13537
2016-17,21600880,2017-02-26,21,18,110,118,23,33,36,25,9,10,2,3,6,0,1800000,659000,16,30,0,27006
2016-17,21600881,2017-02-26,29,25,124,121,35,25,23,33,17,5,1,2,6,0,1100000,726000,6,28,0,16621
2016-17,21600882,2017-02-27,7,22,91,92,24,35,35,24,17,4,2,3,0,0,1780000,1400000,1,13,0,18882
2016-17,21600884,2017-02-27,8,1,102,95,40,26,17,31,12,7,1,4,0,0,2100000,695000,11,27,0,21220
2016-17,21600885,2017-02-27,13,6,114,98,32,38,26,21,24,8,1,2,0,0,2300000,991000,5,23,0,12354
2016-17,21600886,2017-02-27,5,26,108,117,42,30,18,29,17,14,2,2,0,0,1710000,930000,8,24,0,13058
2016-17,21600887,2017-02-27,19,30,96,89,23,27,35,32,11,14,1,0,0,0,1200000,4090000,9,10,0,10544
2016-17,21600888,2017-02-27,27,15,102,88,23,25,36,34,21,8,1,0,0,0,714000,645000,15,29,0,6842
2016-17,21600889,2017-02-28,3,28,108,112,50,34,9,23,3,19,2,5,1,0,662000,3500000,18,3,0,42982
2016-17,21600891,2017-02-28,24,14,107,125,30,26,29,33,9,23,2,1,1,0,3600000,634000,4,22,0,9949
2016-17,21600892,2017-02-28,11,9,112,130,18,35,41,25,9,21,2,1,1,0,766000,753000,26,14,0,6750
